pod_name,,pid,comm,cpu_activity
active-5,1,8,python,0.0008960607578306
active-5,2,8,python,0.0009852726115731
active-5,3,8,python,0.0010690110227753
active-5,4,8,python,0.0009212134816735
active-5,5,8,python,0.0009035879795747
active-5,6,8,python,0.0010101906834915
active-5,7,8,python,0.0010173361600389
active-5,8,8,python,0.0009137280211733
active-5,9,8,python,0.0009434052224853
active-50,0,8,python,
active-50,1,8,python,0.0008079380536341
active-50,2,8,python,0.0007881761309454
active-50,3,8,python,0.0008755103967453
active-50,4,8,python,0.0008196718095773
active-50,5,8,python,0.0007035427570183
active-50,6,8,python,0.0007063847330676
active-50,7,8,python,0.0008122242489213
active-50,8,8,python,0.0007128221478644
active-50,9,8,python,0.0014675765174864
active-51,0,8,python,
active-51,1,8,python,0.0394415100597042
active-51,2,8,python,
active-51,3,8,python,0.0401957673593429
active-51,4,8,python,
active-51,5,8,python,
active-51,6,8,python,
active-51,7,8,python,0.0385929777852892
active-51,8,8,python,0.0364581510985232
active-51,9,8,python,0.0382599608059321
active-52,0,8,python,
active-52,1,8,python,0.0007240199439831
active-52,2,8,python,0.0007812482221238
active-52,3,8,python,0.0012720884563395
active-52,4,8,python,0.0010235383956783
active-52,5,8,python,0.0013052816038139
active-52,6,8,python,0.0008056460747903
active-52,7,8,python,0.0008163446333489
active-52,8,8,python,0.0007136216743652
active-52,9,8,python,0.000837715329002
active-53,0,8,python,
active-53,1,8,python,0.0364199162824931
active-53,2,8,python,0.0418152204233606
active-53,3,8,python,0.036631074369161
active-53,4,8,python,0.0358627758395486
active-53,5,8,python,
active-53,6,8,python,0.0376782583430031
active-53,7,8,python,
active-53,8,8,python,0.0368086981661449
active-53,9,8,python,0.0340338050769329
active-54,0,8,python,
active-54,1,8,python,0.0008182630018514
active-54,2,8,python,0.0006829059044454
active-54,3,8,python,0.0008815260351996
active-54,4,8,python,0.0008180166797582
active-54,5,8,python,0.000801572230937
active-54,6,8,python,0.000808921684272
active-54,7,8,python,0.0008114605130947
active-54,8,8,python,0.0007179311833096
active-54,9,8,python,0.0008377201999674
active-55,0,8,python,
active-55,1,8,python,0.0010010082755714
active-55,2,8,python,0.0007774498245593
active-55,3,8,python,0.0006876176657473
active-55,4,8,python,0.0010215124525787
active-55,5,8,python,0.0008032075532499
active-55,6,8,python,0.0008081011723283
active-55,7,8,python,0.0008122044194849
active-55,8,8,python,0.0008205267272136
active-55,9,8,python,0.0008377155172306
active-56,0,8,python,
active-56,1,8,python,0.0380505810853556
active-56,2,8,python,
active-56,3,8,python,0.0370539074416401
active-56,4,8,python,
active-56,5,8,python,0.0408874563935142
active-56,6,8,python,0.0379430392869093
active-56,7,8,python,0.0393295635696971
active-56,8,8,python,
active-56,9,8,python,
active-57,0,8,python,
active-57,1,8,python,
active-57,2,8,python,
active-57,3,8,python,0.0374015625139553
active-57,4,8,python,0.0393706700848287
active-57,5,8,python,
active-57,6,8,python,
active-57,7,8,python,0.0347260710627742
active-57,8,8,python,0.0373968195106119
active-57,9,8,python,0.0375537405974371
active-58,0,8,python,
active-58,1,8,python,0.0373845954821112
active-58,2,8,python,0.0409817694092868
active-58,3,8,python,0.0380471915467698
active-58,4,8,python,
active-58,5,8,python,0.0417517202372013
active-58,6,8,python,
active-58,7,8,python,
active-58,8,8,python,0.0377830331787514
active-58,9,8,python,0.0378016341198532
active-59,0,8,python,
active-59,1,8,python,
active-59,2,8,python,
active-59,3,8,python,0.0749988331315607
active-59,4,8,python,
active-59,5,8,python,0.0726716542779474
active-59,6,8,python,
active-59,7,8,python,0.0731115807409416
active-59,8,8,python,
active-59,9,8,python,
active-6,0,8,python,
active-6,1,8,python,0.0010184873737955
active-6,2,8,python,0.0008621136843139
active-6,3,8,python,0.0010060447103659
active-6,4,8,python,0.0010121253847133
active-6,5,8,python,0.0010112287804265
active-6,6,8,python,0.0009008589112248
active-6,7,8,python,0.0010204642731633
active-6,8,8,python,0.0009240143190249
active-6,9,8,python,0.0010439231302163
active-60,0,8,python,
active-60,1,8,python,
active-60,2,8,python,
active-60,3,8,python,0.0409099388889448
active-60,4,8,python,
active-60,5,8,python,
active-60,6,8,python,0.0408229560803112
active-60,7,8,python,
active-60,8,8,python,0.0368033734371262
active-60,9,8,python,0.038897643774156
active-61,0,8,python,
active-61,1,8,python,0.0237749129589224
active-61,2,8,python,0.025046781312306
active-61,3,8,python,0.0254568967022133
active-61,4,8,python,0.02575508404493
active-61,5,8,python,0.025381347929093
active-61,6,8,python,0.0230691492455325
active-61,7,8,python,0.0235780978204391
active-61,8,8,python,0.0224837111922446
active-61,9,8,python,
active-62,0,8,python,
active-62,1,8,python,0.0017609094888409
active-62,2,8,python,0.0018237471406981
active-62,3,8,python,0.0017169421581433
active-62,4,8,python,0.0017103554270341
active-62,5,8,python,0.0017241747543756
active-62,6,8,python,0.0018072079751124
active-62,7,8,python,0.0018289208079552
active-62,8,8,python,0.0016515393177947
active-62,9,8,python,0.0017633218910944
active-63,0,8,python,
active-63,1,8,python,
active-63,2,8,python,
active-63,3,8,python,
active-63,4,8,python,
active-63,5,8,python,0.042928852263198
active-63,6,8,python,0.041711578530849
active-63,7,8,python,0.0406502969396058
active-63,8,8,python,0.0427850858516924
active-63,9,8,python,0.0369689978906457
active-64,0,8,python,
active-64,1,8,python,0.0008326108124868
active-64,2,8,python,0.0007692265334447
active-64,3,8,python,0.0007078006602112
active-64,4,8,python,0.0008024357401606
active-64,5,8,python,0.0007121256323846
active-64,6,8,python,0.0007042365742547
active-64,7,8,python,0.0008138664446787
active-64,8,8,python,0.0007209158256679
active-64,9,8,python,0.0007268971101853
active-65,0,8,python,
active-65,1,8,python,
active-65,2,8,python,
active-65,3,8,python,0.0373740058662426
active-65,4,8,python,0.039719284160879
active-65,5,8,python,
active-65,6,8,python,0.0393592952480029
active-65,7,8,python,0.0385707536987854
active-65,8,8,python,0.0387634591211384
active-65,9,8,python,0.0382392295717868
active-66,0,8,python,
active-66,1,8,python,0.0410200114071547
active-66,2,8,python,0.0408448153435846
active-66,3,8,python,
active-66,4,8,python,0.0410257328990679
active-66,5,8,python,0.0397766021286496
active-66,6,8,python,0.0415008817109617
active-66,7,8,python,0.0382030042875475
active-66,8,8,python,0.0379781376046855
active-66,9,8,python,
active-67,0,8,python,
active-67,1,8,python,0.0229006185166131
active-67,2,8,python,0.0226683413546643
active-67,3,8,python,0.0239812777650199
active-67,4,8,python,0.0242468326618075
active-67,5,8,python,
active-67,6,8,python,0.0254567748756732
active-67,7,8,python,0.0241076446201682
active-67,8,8,python,0.0243056912524384
active-67,9,8,python,0.0242526991441146
active-68,0,8,python,
active-68,1,8,python,0.0253674701303595
active-68,2,8,python,
active-68,3,8,python,
active-68,4,8,python,0.0262945909173196
active-68,5,8,python,0.0236136292860437
active-68,6,8,python,0.0246466564823457
active-68,7,8,python,0.0235944289638675
active-68,8,8,python,
active-68,9,8,python,0.0232672744069387
active-7,0,8,python,
active-7,1,8,python,0.0010120261000806
active-7,2,8,python,0.0009624442332788
active-7,3,8,python,0.0008154849959837
active-7,4,8,python,0.0011112310932979
active-7,5,8,python,0.0011044300708876
active-7,6,8,python,0.0011178255872916
active-7,7,8,python,0.0010205187628447
active-7,8,8,python,0.0009258220082931
active-7,9,8,python,0.000929892255159
active-8,0,8,python,
active-8,1,8,python,0.0009200113930129
active-8,2,8,python,0.0009624385995082
active-8,3,8,python,0.0009184504392596
active-8,4,8,python,0.0011099724056859
active-8,5,8,python,0.0009045423583909
active-8,6,8,python,0.0010162655812793
active-8,7,8,python,0.0010214594662156
active-8,8,8,python,0.0009250112341168
active-8,9,8,python,0.0009297977218779
active-9,0,8,python,
active-9,1,8,python,0.0007366487799402
active-9,2,8,python,0.0006740311518805
active-9,3,8,python,0.0007139971254931
active-9,4,8,python,0.0008072955927783
active-9,5,8,python,0.0007035040432364
active-9,6,8,python,0.0008122275893113
active-9,7,8,python,0.0007157594437391
active-9,8,8,python,0.0007194490814252
active-9,9,8,python,0.0007231678317434
idle-0,0,7,python,
idle-0,1,7,python,0.0
idle-0,2,7,python,0.0
idle-0,3,7,python,0.0
idle-0,4,7,python,0.0
idle-0,5,7,python,0.0
idle-0,6,7,python,0.0001020400415465
idle-0,7,7,python,0.0
idle-0,8,7,python,0.0
idle-0,9,7,python,0.0
idle-1,0,8,python,
idle-1,1,8,python,0.0
idle-1,2,8,python,0.0
idle-1,3,8,python,0.0001016203117079
idle-1,4,8,python,0.0
idle-1,5,8,python,0.0
idle-1,6,8,python,0.0
idle-1,7,8,python,0.0
idle-1,8,8,python,0.0
idle-1,9,8,python,0.0
idle-10,0,8,python,
idle-10,1,8,python,0.0
idle-10,2,8,python,0.0
idle-10,3,8,python,0.0
idle-10,4,8,python,0.0
idle-10,5,8,python,0.0
idle-10,6,8,python,0.000102025404114
idle-10,7,8,python,0.0
idle-10,8,8,python,0.0
idle-10,9,8,python,0.0
idle-11,0,8,python,
idle-11,1,8,python,0.0
idle-11,2,8,python,0.0
idle-11,3,8,python,0.0
idle-11,4,8,python,0.0
idle-11,5,8,python,0.0
idle-11,6,8,python,0.0001020420987982
idle-11,7,8,python,0.0
idle-11,8,8,python,0.0
idle-11,9,8,python,0.0
idle-12,0,8,python,
idle-12,1,8,python,0.0
idle-12,2,8,python,0.0
idle-12,3,8,python,0.0
idle-12,4,8,python,0.0
idle-12,5,8,python,0.0
idle-12,6,8,python,0.0
idle-12,7,8,python,0.0
idle-12,8,8,python,0.0001029883688298
idle-12,9,8,python,0.0
idle-13,0,8,python,
idle-13,1,8,python,0.0
idle-13,2,8,python,0.0
idle-13,3,8,python,0.0
idle-13,4,8,python,0.0
idle-13,5,8,python,0.0
idle-13,6,8,python,0.0
idle-13,7,8,python,0.0
idle-13,8,8,python,0.000102991359742
idle-13,9,8,python,0.0
idle-14,0,8,python,
idle-14,1,8,python,0.0
idle-14,2,8,python,0.0
idle-14,3,8,python,0.0
idle-14,4,8,python,0.0
idle-14,5,8,python,0.0
idle-14,6,8,python,0.0
idle-14,7,8,python,0.0
idle-14,8,8,python,0.0
idle-14,9,8,python,0.0001028875922372
idle-15,0,8,python,
idle-15,1,8,python,0.0
idle-15,2,8,python,0.0
idle-15,3,8,python,0.0
idle-15,4,8,python,0.0
idle-15,5,8,python,0.0
idle-15,6,8,python,0.0
idle-15,7,8,python,0.0
idle-15,8,8,python,0.0
idle-15,9,8,python,0.0
idle-16,0,8,python,
idle-16,1,8,python,0.0
idle-16,2,8,python,0.0
idle-16,3,8,python,0.0
idle-16,4,8,python,0.0
idle-16,5,8,python,0.0
idle-16,6,8,python,0.0
idle-16,7,8,python,0.0
idle-16,8,8,python,0.0
idle-16,9,8,python,0.0
idle-17,0,8,python,
idle-17,1,8,python,0.0
idle-17,2,8,python,9.689879718657988e-05
idle-17,3,8,python,0.0
idle-17,4,8,python,0.0
idle-17,5,8,python,0.0
idle-17,6,8,python,0.0
idle-17,7,8,python,0.0
idle-17,8,8,python,0.0
idle-17,9,8,python,0.0
idle-18,0,8,python,
idle-18,1,8,python,0.0
idle-18,2,8,python,0.0
idle-18,3,8,python,0.0
idle-18,4,8,python,0.0
idle-18,5,8,python,0.0
idle-18,6,8,python,0.0
idle-18,7,8,python,0.0
idle-18,8,8,python,0.0
idle-18,9,8,python,0.0
idle-19,0,8,python,
idle-19,1,8,python,0.0
idle-19,2,8,python,0.0
idle-19,3,8,python,0.0
idle-19,4,8,python,0.0
idle-19,5,8,python,0.0
idle-19,6,8,python,0.0
idle-19,7,8,python,0.0
idle-19,8,8,python,0.000102780222334
idle-19,9,8,python,0.0
idle-2,0,8,python,
idle-2,1,8,python,0.0
idle-2,2,8,python,0.0
idle-2,3,8,python,0.0
idle-2,4,8,python,0.0
idle-2,5,8,python,0.0
idle-2,6,8,python,0.0
idle-2,7,8,python,0.0
idle-2,8,8,python,0.0
idle-2,9,8,python,0.0
idle-20,0,8,python,
idle-20,1,8,python,0.0
idle-20,2,8,python,0.0
idle-20,3,8,python,0.0
idle-20,4,8,python,0.0
idle-20,5,8,python,0.0
idle-20,6,8,python,0.0
idle-20,7,8,python,0.0001025696358038
idle-20,8,8,python,0.0
idle-20,9,8,python,0.0
idle-21,0,8,python,
idle-21,1,8,python,0.0
idle-21,2,8,python,0.0
idle-21,3,8,python,0.0
idle-21,4,8,python,0.0
idle-21,5,8,python,0.0
idle-21,6,8,python,0.0
idle-21,7,8,python,0.0
idle-21,8,8,python,0.0
idle-21,9,8,python,0.0
idle-22,0,8,python,
idle-22,1,8,python,0.0
idle-22,2,8,python,0.0
idle-22,3,8,python,0.0
idle-22,4,8,python,0.0
idle-22,5,8,python,0.0001004039844767
idle-22,6,8,python,0.0
idle-22,7,8,python,0.0
idle-22,8,8,python,0.0
idle-22,9,8,python,0.0
idle-23,0,8,python,
idle-23,1,8,python,9.345944393098828e-05
idle-23,2,8,python,0.0
idle-23,3,8,python,0.0
idle-23,4,8,python,0.0
idle-23,5,8,python,0.0
idle-23,6,8,python,0.0
idle-23,7,8,python,0.0
idle-23,8,8,python,0.0
idle-23,9,8,python,0.0
idle-24,0,8,python,
idle-24,1,8,python,9.346021050812192e-05
idle-24,2,8,python,0.0
idle-24,3,8,python,0.0
idle-24,4,8,python,0.0
idle-24,5,8,python,0.0
idle-24,6,8,python,0.0
idle-24,7,8,python,0.0
idle-24,8,8,python,0.0
idle-24,9,8,python,0.0
idle-25,0,8,python,
idle-25,1,8,python,0.0
idle-25,2,8,python,0.0
idle-25,3,8,python,0.0001017313552687
idle-25,4,8,python,0.0
idle-25,5,8,python,0.0
idle-25,6,8,python,0.0
idle-25,7,8,python,0.0
idle-25,8,8,python,0.0
idle-25,9,8,python,0.0
idle-26,0,8,python,
idle-26,1,8,python,0.0
idle-26,2,8,python,0.0
idle-26,3,8,python,0.0
idle-26,4,8,python,0.0
idle-26,5,8,python,0.0
idle-26,6,8,python,0.0
idle-26,7,8,python,0.0
idle-26,8,8,python,0.0001027844464517
idle-26,9,8,python,0.0
idle-27,0,8,python,
idle-27,1,8,python,0.0
idle-27,2,8,python,9.719385370134076e-05
idle-27,3,8,python,0.0
idle-27,4,8,python,0.0
idle-27,5,8,python,0.0
idle-27,6,8,python,0.0001018373763418
idle-27,7,8,python,0.0
idle-27,8,8,python,0.0
idle-27,9,8,python,0.0
idle-28,0,8,python,
idle-28,1,8,python,0.0
idle-28,2,8,python,0.0
idle-28,3,8,python,0.0
idle-28,4,8,python,0.0
idle-28,5,8,python,0.0
idle-28,6,8,python,0.0
idle-28,7,8,python,0.0
idle-28,8,8,python,0.0
idle-28,9,8,python,0.0001027757112157
idle-29,0,8,python,
idle-29,1,8,python,0.0
idle-29,2,8,python,9.746394991600944e-05
idle-29,3,8,python,0.0
idle-29,4,8,python,0.0
idle-29,5,8,python,0.0
idle-29,6,8,python,0.0
idle-29,7,8,python,0.0
idle-29,8,8,python,0.0
idle-29,9,8,python,0.0
idle-3,0,8,python,
idle-3,1,8,python,0.0
idle-3,2,8,python,0.0
idle-3,3,8,python,0.0
idle-3,4,8,python,0.0
idle-3,5,8,python,0.0
idle-3,6,8,python,0.0
idle-3,7,8,python,0.0
idle-3,8,8,python,0.0
idle-3,9,8,python,0.0
idle-30,0,8,python,
idle-30,1,8,python,0.0
idle-30,2,8,python,0.0
idle-30,3,8,python,0.0
idle-30,4,8,python,0.0
idle-30,5,8,python,0.0
idle-30,6,8,python,0.000101836611324
idle-30,7,8,python,0.0001025703446514
idle-30,8,8,python,0.0
idle-30,9,8,python,0.0
idle-4,0,8,python,
idle-4,1,8,python,0.0
idle-4,2,8,python,0.0
idle-4,3,8,python,0.0
idle-4,4,8,python,0.0
idle-4,5,8,python,0.0
idle-4,6,8,python,0.0
idle-4,7,8,python,0.0
idle-4,8,8,python,0.0
idle-4,9,8,python,0.0
idle-5,0,8,python,
idle-5,1,8,python,0.0
idle-5,2,8,python,0.0
idle-5,3,8,python,0.0
idle-5,4,8,python,0.0001006080879154
idle-5,5,8,python,0.0
idle-5,6,8,python,0.0
idle-5,7,8,python,0.0
idle-5,8,8,python,0.0
idle-5,9,8,python,0.0
idle-6,0,7,python,
idle-6,1,7,python,9.381258786674026e-05
idle-6,2,7,python,0.0
idle-6,3,7,python,0.0
idle-6,4,7,python,0.0
idle-6,5,7,python,0.0
idle-6,6,7,python,0.0
idle-6,7,7,python,0.0
idle-6,8,7,python,0.0
idle-6,9,7,python,0.0
idle-7,0,8,python,
idle-7,1,8,python,0.0
idle-7,2,8,python,0.0
idle-7,3,8,python,0.0
idle-7,4,8,python,0.0
idle-7,5,8,python,0.0
idle-7,6,8,python,0.0
idle-7,7,8,python,0.000102461205311
idle-7,8,8,python,0.0
idle-7,9,8,python,0.0
idle-8,0,8,python,
idle-8,1,8,python,0.0
idle-8,2,8,python,0.0
idle-8,3,8,python,0.0
idle-8,4,8,python,0.0
idle-8,5,8,python,0.0
idle-8,6,8,python,0.0
idle-8,7,8,python,0.0
idle-8,8,8,python,0.0
idle-8,9,8,python,0.0
idle-9,0,8,python,
idle-9,1,8,python,0.0
idle-9,2,8,python,0.0
idle-9,3,8,python,0.0
idle-9,4,8,python,0.0
idle-9,5,8,python,0.0001005060002501
idle-9,6,8,python,0.0
idle-9,7,8,python,0.0
idle-9,8,8,python,0.0
idle-9,9,8,python,0.0
